Date,Region,Property_Type,Bedrooms,Distance_to_CBD_km,Rent_Price
29/06/2024,AUCKLAND,Apartment,3,8.9,591.28
11/08/2022,welling ton,house,2,1.9,634.9
15/09/2022,welling ton,townhouse,3,15.8,615.21
05/12/2022,CHRISTCHURCH,apartment,3,8.1,597.94
16/02/2022,HAMILTON,town house,3,11.1,769.06
20/04/2024,Christchurch,Apartment,4,9.8,
02/04/2022,dunedin,town house,3,5.2,686.66
13/12/2024,Wellington,townhouse,3,12.4,743.56
28/10/2023,christchurch,Townhouse,2,0.5,606.29
04/09/2024,WELLINGTON,apartment,3,10.1,716.66
23/11/2022,AUCKLAND,Townhouse,3,5.4,
22/05/2022,dunedin,House,4,8.7,921.79
20/01/2023,welling ton,Apartment,2,0.6,599.74
29/03/2023,hamilton,Apartment,4,4.2,644.21
05/07/2023,Dunedin  ,town house,3,1.2,769.12
24/01/2023,Wellington,townhouse,2,6.6,698.53
18/11/2022,welling ton,town house,2,4.5,564.48
17/07/2023,Christchurch,town house,4,6.4,621.99
14/06/2023,auckland ,townhouse,2,3.0,501.65
12/10/2024,DUNEDIN,HOUSE,3,4.6,700.88
17/06/2023,WELLINGTON,town house,2,0.5,508.06
28/10/2023,WELLINGTON,town house,4,2.7,698.61
30/05/2024,hamilton,Apartment,4,5.4,634.34
30/04/2023,hamilton,Apartment,3,0.5,698.77
27/11/2024,HAMILTON,town house,2,5.4,555.29
25/10/2024,hamilton,Apartment,1,14.2,414.81
22/12/2024,welling ton,House,3,14.0,669.84
20/12/2024,christchurch,townhouse,3,0.5,735.64
15/12/2022,Dunedin,town house,2,8.7,490.17
01/06/2022,wellington,house,3,9.6,764.82
15/04/2022,Dunedin,aprtment,3,2.4,474.76
01/08/2023,christchurch,House,3,4.6,816.78
05/08/2022,hamilton,apartment,3,5.1,556.98
29/04/2022,christchurch,town house,3,2.9,632.33
22/01/2022,Auckland,House,2,13.8,757.91
27/02/2022,WELLINGTON,HOUSE,1,4.4,488.19
19/05/2023,WELLINGTON,apartment,3,7.8,722.66
16/04/2022,DUNEDIN,house,3,9.5,581.05
05/05/2023,Auckland,House,1,19.0,675.9
31/07/2024,hamilton,house,3,4.1,626.14
01/12/2024,WELLINGTON,House,5,7.4,824.78
02/03/2024,Dunedin  ,HOUSE,3,14.7,634.85
01/09/2023,Christchurch,HOUSE,1,9.0,675.45
16/01/2024,Wellington,aprtment,3,0.5,563.79
24/09/2024,dunedin,townhouse,2,0.5,639.06
31/07/2023,dunedin,,2,9.1,677.56
02/07/2023,Wellington,Townhouse,3,10.1,593.98
05/08/2022,Auckland,HOUSE,3,6.4,828.16
23/07/2022,AUCKLAND,townhouse,2,2.7,561.32
16/09/2024,DUNEDIN,aprtment,2,4.8,480.12
28/02/2022,WELLINGTON,HOUSE,2,3.7,
13/08/2023,WELLINGTON,House,1,0.5,727.42
16/07/2022,HAMILTON,town house,3,5.2,712.72
26/10/2022,WELLINGTON,town house,4,19.8,774.98
18/05/2022,hamilton,town house,3,12.6,560.13
20/02/2024,wellington,HOUSE,3,11.6,607.09
14/07/2024,Hamilton,town house,1,7.9,538.78
27/09/2023,hamilton,town house,4,8.5,669.8
06/01/2024,DUNEDIN,Townhouse,2,7.8,565.23
10/02/2022,WELLINGTON,House,3,6.9,761.63
19/12/2024,Auckland,HOUSE,2,5.9,631.46
13/12/2023,dunedin,apartment,1,6.8,590.5
27/04/2022,HAMILTON,House,3,5.0,601.89
13/11/2023,auckland,,2,5.8,514.23
14/07/2023,DUNEDIN,townhouse,3,7.9,578.94
12/03/2024,Christchurch,aprtment,2,0.5,762.59
14/02/2022,AUCKLAND,apartment,3,9.4,505.86
18/01/2023,hamilton,Townhouse,2,7.9,593.02
08/07/2023,Auckland,town house,2,4.9,784.8
17/04/2023,hamilton,townhouse,5,8.9,914.2
06/03/2022,HAMILTON,town house,3,0.5,561.49
06/11/2023,DUNEDIN,HOUSE,3,3.0,780.93
16/05/2024,Wellington,House,1,0.5,718.36
25/03/2022,Christchurch,house,4,0.6,637.4
10/09/2023,hamilton,Townhouse,2,0.5,696.77
02/12/2023,Auckland,Apartment,3,5.7,708.81
12/05/2023,HAMILTON,HOUSE,1,2.9,663.38
10/07/2022,christchurch,town house,2,3.3,567.2
12/08/2024,Auckland,apartment,3,7.2,688.85
27/09/2024,auckland ,house,4,0.5,705.19
26/05/2022,auckland,apartment,3,7.8,680.41
27/01/2024,christchurch,Apartment,5,3.6,816.63
17/01/2023,auckland,townhouse,2,11.2,520.68
07/04/2023,wellington,Apartment,2,9.0,499.44
23/08/2022,CHRISTCHURCH,town house,2,3.1,552.13
04/10/2022,Christchurch,HOUSE,4,2.2,665.83
27/04/2024,dunedin,aprtment,1,1.7,520.16
25/08/2024,HAMILTON,Apartment,1,4.1,509.61
04/04/2022,Dunedin  ,house,1,7.9,562.87
15/10/2022,christchurch,HOUSE,2,5.4,545.95
23/08/2022,Christchurch,town house,1,19.4,612.5
01/01/2022,WELLINGTON,House,2,2.3,671.2
01/05/2022,Christchurch,town house,2,0.5,589.89
17/04/2023,WELLINGTON,Apartment,1,6.6,
18/11/2023,Dunedin  ,aprtment,1,4.1,499.54
27/07/2022,CHRISTCHURCH,Townhouse,3,7.4,
02/07/2022,hamilton,apartment,3,12.3,660.72
07/10/2022,christchurch,house,2,5.9,573.72
21/05/2022,HAMILTON,apartment,3,16.2,541.04
11/02/2023,auckland ,Townhouse,3,0.5,741.39
04/10/2023,auckland ,Apartment,3,7.9,584.12
06/08/2024,hamilton,house,3,8.8,499.07
09/08/2022,WELLINGTON,,5,9.6,669.81
13/01/2022,wellington,apartment,1,9.4,366.65
26/06/2022,Auckland,Apartment,2,12.7,513.42
06/12/2023,welling ton,Apartment,2,0.5,670.28
08/01/2023,Dunedin,townhouse,5,2.2,
28/09/2024,Dunedin,town house,2,9.4,549.25
05/11/2024,DUNEDIN,townhouse,1,9.7,
30/11/2022,auckland,house,3,5.7,
05/10/2022,Auckland,HOUSE,2,7.5,565.01
07/02/2024,christchurch,HOUSE,2,6.6,830.32
06/02/2022,hamilton,townhouse,1,11.5,478.04
29/05/2024,DUNEDIN,apartment,3,6.6,524.52
19/10/2022,Wellington,,4,6.7,664.08
22/11/2022,AUCKLAND,townhouse,3,9.9,623.14
10/10/2022,christchurch,house,3,10.1,
18/12/2024,Dunedin  ,aprtment,2,5.7,632.63
09/09/2022,HAMILTON,Apartment,1,10.4,629.03
10/10/2024,Christchurch,Townhouse,1,9.6,673.83
22/11/2024,CHRISTCHURCH,Townhouse,2,2.8,754.82
05/11/2023,WELLINGTON,House,1,9.5,537.04
13/09/2023,Dunedin,House,3,10.8,628.27
25/06/2024,WELLINGTON,HOUSE,3,7.1,598.08
13/12/2023,Christchurch,aprtment,3,3.2,605.73
17/03/2023,WELLINGTON,house,3,5.4,722.26
28/10/2023,auckland ,HOUSE,2,12.1,561.83
15/06/2023,hamilton,townhouse,2,8.9,527.46
10/04/2022,Christchurch,aprtment,3,0.5,669.34
21/11/2023,Hamilton,HOUSE,3,9.4,822.38
25/09/2024,Christchurch,townhouse,1,3.3,568.76
11/11/2023,Dunedin,Townhouse,2,9.0,729.08
16/09/2024,wellington,Apartment,3,3.3,555.6
20/06/2023,Dunedin  ,Townhouse,1,1.8,627.9
11/04/2024,auckland,town house,3,5.8,702.95
14/05/2022,Christchurch,town house,3,12.5,806.38
18/06/2024,christchurch,town house,2,1.3,672.24
17/11/2024,auckland,HOUSE,3,6.4,556.48
19/11/2022,HAMILTON,House,1,4.9,700.89
17/12/2023,christchurch,aprtment,3,0.5,713.78
13/04/2022,hamilton,Townhouse,1,1.6,702.61
17/07/2023,Christchurch,House,4,6.6,867.46
14/09/2024,Dunedin,apartment,2,2.9,512.61
20/11/2024,dunedin,house,3,15.3,
24/05/2024,WELLINGTON,town house,4,7.4,758.11
12/06/2023,Auckland,townhouse,3,10.8,774.11
20/09/2023,CHRISTCHURCH,town house,3,12.8,597.06
28/12/2024,dunedin,Apartment,2,0.5,612.77
12/05/2023,welling ton,Townhouse,3,13.8,548.67
27/09/2022,hamilton,aprtment,2,13.0,634.41
25/03/2024,auckland,townhouse,3,13.5,766.29
24/02/2024,Dunedin,town house,3,6.3,688.81
23/06/2023,WELLINGTON,apartment,2,0.5,493.01
25/11/2022,hamilton,aprtment,4,7.7,528.16
06/06/2024,Dunedin,town house,4,2.1,869.35
24/10/2024,Dunedin,Townhouse,2,5.6,745.97
10/10/2022,Wellington,town house,3,0.9,837.37
24/09/2024,christchurch,Apartment,4,1.9,596.94
25/04/2024,Christchurch,aprtment,1,3.5,629.56
26/06/2022,Christchurch,HOUSE,3,7.5,869.2
12/10/2023,Auckland,House,2,6.1,542.12
05/07/2024,auckland,Townhouse,4,8.6,606.35
07/09/2023,hamilton,town house,3,7.6,743.35
20/04/2022,hamilton,Townhouse,2,0.5,689.04
14/11/2022,Christchurch,house,3,0.5,770.28
20/04/2022,Christchurch,Townhouse,1,10.0,667.97
30/11/2022,AUCKLAND,house,2,17.3,731.37
26/05/2024,Hamilton,aprtment,3,3.6,501.95
29/04/2022,welling ton,house,2,8.8,632.19
16/04/2024,CHRISTCHURCH,Apartment,2,11.4,544.44
30/03/2023,hamilton,Townhouse,5,8.3,827.67
22/03/2024,Christchurch,House,2,10.0,790.26
15/12/2023,Hamilton,townhouse,3,5.7,756.01
14/12/2024,auckland ,town house,5,8.8,697.88
28/06/2023,AUCKLAND,apartment,1,7.4,450.6
29/07/2023,DUNEDIN,town house,3,15.0,559.5
20/11/2024,hamilton,house,3,9.7,689.42
15/04/2023,auckland ,aprtment,2,11.7,505.96
12/08/2023,Christchurch,Apartment,3,6.9,532.28
15/02/2024,auckland,HOUSE,2,4.6,720.65
04/10/2024,Hamilton,townhouse,3,13.7,741.53
20/11/2023,wellington,HOUSE,2,4.9,561.78
03/05/2022,Wellington,House,3,8.2,804.39
05/05/2024,Wellington,town house,2,6.6,517.71
11/06/2023,AUCKLAND,House,4,8.8,830.57
19/09/2023,HAMILTON,aprtment,2,7.7,518.77
15/05/2024,Hamilton,Apartment,3,4.9,633.5
30/06/2022,auckland,townhouse,3,12.8,538.34
16/09/2022,CHRISTCHURCH,HOUSE,2,6.9,595.63
14/02/2023,Hamilton,House,5,4.2,950.77
21/05/2023,CHRISTCHURCH,aprtment,1,5.9,382.16
05/02/2023,Auckland,Apartment,4,11.5,638.41
22/01/2022,Wellington,Apartment,3,4.6,539.02
02/10/2023,wellington,,3,13.8,600.51
24/07/2022,WELLINGTON,apartment,2,0.5,549.35
16/10/2024,auckland ,house,1,9.3,714.22
18/10/2023,auckland ,townhouse,1,5.5,596.31
18/07/2023,CHRISTCHURCH,Apartment,3,0.5,505.4
16/02/2023,Hamilton,townhouse,1,6.7,611.13
29/07/2023,DUNEDIN,aprtment,2,4.5,531.21
29/12/2024,auckland ,HOUSE,1,5.0,482.65
17/10/2024,christchurch,apartment,3,10.5,608.53
16/12/2024,christchurch,town house,1,11.7,486.06
17/02/2024,WELLINGTON,House,3,8.4,630.89
24/05/2022,Wellington,townhouse,3,8.8,533.37
11/05/2024,WELLINGTON,HOUSE,2,3.7,566.13
20/10/2022,hamilton,townhouse,3,11.3,493.43
05/04/2023,Wellington,townhouse,2,5.4,542.31
31/01/2022,AUCKLAND,town house,1,4.8,685.53
05/07/2023,welling ton,aprtment,2,3.6,528.9
18/11/2022,welling ton,Apartment,2,12.5,515.34
18/03/2024,Christchurch,town house,4,4.8,667.63
04/08/2022,Auckland,HOUSE,2,7.2,513.58
06/09/2024,auckland ,apartment,3,0.5,788.41
10/12/2022,Dunedin,house,3,4.0,619.54
03/06/2023,auckland ,house,2,3.7,743.02
07/08/2024,Dunedin,Apartment,1,2.1,597.9
14/10/2023,WELLINGTON,aprtment,2,3.7,477.28
13/03/2022,hamilton,HOUSE,2,8.0,758.49
31/07/2024,hamilton,townhouse,1,12.2,458.25
01/08/2024,hamilton,Townhouse,4,1.4,717.88
02/05/2024,hamilton,HOUSE,2,10.1,489.39
26/11/2023,auckland,Townhouse,2,13.3,695.02
14/12/2022,hamilton,townhouse,2,13.8,731.97
09/11/2024,christchurch,aprtment,3,1.4,743.39
11/10/2024,wellington,HOUSE,2,6.5,601.44
22/07/2024,wellington,aprtment,2,2.8,525.65
15/03/2023,DUNEDIN,town house,2,12.8,652.92
04/11/2022,DUNEDIN,town house,2,7.6,670.67
23/08/2024,Auckland,house,4,11.7,712.86
14/08/2024,christchurch,House,3,3.9,652.77
17/10/2022,Wellington,Apartment,2,15.6,
22/11/2023,DUNEDIN,HOUSE,3,5.7,655.19
09/06/2024,welling ton,House,1,8.9,766.78
19/05/2023,Dunedin,Apartment,2,9.3,475.18
15/05/2024,Dunedin,Apartment,4,6.3,789.45
28/07/2023,CHRISTCHURCH,Apartment,2,7.4,550.73
29/12/2023,Auckland,townhouse,2,10.3,571.41
03/01/2023,WELLINGTON,Apartment,3,5.4,602.82
16/01/2023,auckland ,HOUSE,3,6.8,762.91
23/06/2024,DUNEDIN,apartment,2,1.5,502.76
02/04/2024,WELLINGTON,aprtment,2,7.4,716.6
25/03/2024,auckland,Townhouse,1,9.3,623.38
16/12/2022,Dunedin,aprtment,1,0.5,592.82
20/08/2024,wellington,Apartment,2,5.5,534.79
23/12/2023,christchurch,Townhouse,3,12.9,742.52
22/04/2023,auckland ,aprtment,2,10.4,560.85
29/08/2022,hamilton,townhouse,4,5.6,652.98
24/01/2024,wellington,townhouse,5,6.0,669.0
27/09/2023,Christchurch,HOUSE,2,6.0,745.8
09/03/2023,christchurch,apartment,3,8.8,525.14
06/10/2023,dunedin,town house,2,1.3,762.39
25/04/2024,HAMILTON,townhouse,3,0.5,652.75
04/12/2023,Christchurch,House,3,11.6,653.76
16/08/2022,auckland,House,3,16.4,583.38
11/04/2022,auckland ,town house,3,14.2,556.99
11/01/2024,wellington,HOUSE,2,0.5,712.15
26/02/2022,auckland ,House,3,9.1,694.55
17/10/2022,DUNEDIN,townhouse,2,2.4,523.93
29/11/2023,christchurch,House,1,11.7,740.09
19/09/2022,Christchurch,apartment,3,3.7,747.53
31/07/2024,auckland,House,3,5.8,846.97
03/09/2024,Hamilton,town house,2,4.5,465.89
13/05/2022,welling ton,HOUSE,2,4.9,667.41
20/06/2022,christchurch,apartment,3,5.6,747.41
19/02/2023,HAMILTON,town house,4,8.2,823.43
20/03/2023,welling ton,HOUSE,3,0.6,887.52
30/12/2024,Auckland,apartment,3,0.5,665.24
11/09/2024,christchurch,apartment,2,15.6,510.1
06/12/2024,welling ton,aprtment,3,5.1,679.86
06/06/2024,CHRISTCHURCH,townhouse,1,0.5,729.13
01/09/2022,Auckland,aprtment,2,0.5,543.26
21/07/2023,auckland,Apartment,2,14.5,485.4
15/08/2023,DUNEDIN,Townhouse,3,2.3,620.68
27/04/2024,wellington,Townhouse,4,3.6,637.18
09/11/2023,auckland,town house,1,10.5,480.15
01/04/2022,Auckland,house,3,14.2,856.95
01/03/2024,AUCKLAND,townhouse,3,4.6,717.74
19/01/2023,auckland ,townhouse,3,10.7,799.16
19/11/2024,Hamilton,house,2,5.7,633.96
20/08/2024,WELLINGTON,aprtment,3,5.0,680.63
06/06/2022,HAMILTON,town house,3,5.8,720.56
24/07/2024,Wellington,town house,3,3.5,734.6
27/01/2023,Hamilton,Townhouse,2,0.7,793.16
02/10/2024,DUNEDIN,town house,1,6.7,478.29
28/08/2024,AUCKLAND,townhouse,4,9.5,645.15
28/10/2024,WELLINGTON,House,3,11.0,597.53
05/06/2023,hamilton,aprtment,3,4.9,565.48
11/11/2022,christchurch,Townhouse,3,12.4,565.11
30/06/2023,Hamilton,apartment,1,12.1,389.11
23/07/2023,Dunedin  ,House,1,12.7,567.57
28/02/2023,DUNEDIN,townhouse,3,11.6,
08/09/2023,Dunedin,apartment,2,15.8,651.92
02/09/2022,Hamilton,town house,3,5.8,775.31
09/10/2023,wellington,HOUSE,3,8.0,618.38
14/01/2024,hamilton,house,2,5.8,741.89
18/12/2022,Wellington,House,4,1.8,710.66
09/05/2024,wellington,townhouse,3,8.4,689.21
19/10/2022,auckland ,aprtment,3,4.9,600.26
31/12/2024,Auckland,Townhouse,2,9.5,671.14
25/09/2022,HAMILTON,Apartment,3,14.7,591.02
12/01/2022,wellington,Townhouse,4,6.9,613.79
20/01/2024,welling ton,aprtment,1,19.6,392.22
23/11/2024,hamilton,apartment,3,2.7,571.06
26/12/2022,christchurch,Townhouse,1,0.5,472.43
06/08/2022,hamilton,townhouse,3,12.0,572.63
12/01/2023,DUNEDIN,house,1,13.7,646.11
24/12/2022,Dunedin,Apartment,2,2.1,457.99
14/07/2024,AUCKLAND,HOUSE,1,11.1,651.27
02/05/2022,CHRISTCHURCH,House,3,9.2,644.69
07/01/2024,christchurch,apartment,4,3.0,607.2
19/11/2024,auckland,townhouse,1,0.5,482.54
23/05/2024,Dunedin,Townhouse,1,4.5,458.67
19/12/2022,AUCKLAND,House,2,8.7,758.27
08/11/2023,hamilton,townhouse,2,12.5,728.9
08/09/2024,christchurch,apartment,4,13.4,788.07
24/08/2023,Hamilton,townhouse,1,10.2,527.65
26/07/2022,christchurch,aprtment,3,4.4,730.59
23/08/2022,auckland ,Apartment,2,6.1,488.75
07/01/2024,christchurch,House,3,8.3,854.75
14/11/2022,Hamilton,Apartment,2,7.6,515.46
05/09/2022,auckland ,House,1,8.2,514.69
23/04/2023,hamilton,house,2,7.8,602.28
02/02/2024,wellington,aprtment,3,6.2,738.55
17/08/2024,DUNEDIN,House,2,8.4,829.05
12/01/2023,DUNEDIN,House,3,17.2,809.77
04/12/2022,auckland ,HOUSE,5,0.5,761.17
04/01/2022,AUCKLAND,Apartment,1,8.4,508.74
10/11/2022,AUCKLAND,HOUSE,2,5.0,619.24
16/05/2023,Dunedin  ,apartment,3,6.5,568.51
27/12/2024,Dunedin  ,aprtment,3,2.0,596.28
08/07/2022,AUCKLAND,house,3,3.7,771.04
09/09/2023,auckland ,HOUSE,4,3.6,726.11
01/10/2022,Auckland,House,2,4.5,568.21
04/03/2023,wellington,town house,3,8.3,469.63
03/12/2023,CHRISTCHURCH,town house,2,1.6,639.67
12/01/2022,HAMILTON,apartment,2,6.0,778.9
20/11/2022,christchurch,aprtment,5,5.0,793.15
23/09/2024,auckland,HOUSE,2,19.3,684.14
07/10/2022,Dunedin,HOUSE,2,6.7,639.17
21/01/2023,Hamilton,house,4,6.7,693.19
17/04/2024,auckland ,aprtment,3,8.3,585.46
02/08/2024,auckland,town house,5,0.5,763.9
28/12/2023,Auckland,House,3,6.7,788.36
11/02/2022,Dunedin,town house,3,11.6,803.84
19/05/2022,CHRISTCHURCH,apartment,2,6.6,565.04
02/02/2022,WELLINGTON,town house,3,7.5,643.43
05/08/2024,dunedin,house,2,10.0,797.59
04/04/2024,Hamilton,Townhouse,3,10.8,769.58
06/11/2023,Hamilton,Townhouse,3,0.9,762.64
10/01/2023,christchurch,apartment,3,4.1,606.7
17/04/2022,wellington,apartment,2,11.6,586.09
08/01/2023,CHRISTCHURCH,House,2,10.4,748.4
19/11/2022,Dunedin,apartment,3,2.6,612.83
30/01/2023,Dunedin,Apartment,3,2.5,615.47
15/08/2023,DUNEDIN,House,3,13.5,639.16
20/10/2024,auckland,Apartment,3,2.1,650.04
10/10/2024,Auckland,aprtment,2,1.5,591.53
24/08/2022,dunedin,HOUSE,1,5.9,730.56
11/11/2023,Hamilton,HOUSE,4,4.6,824.01
25/12/2024,Hamilton,aprtment,1,4.5,463.33
11/07/2023,wellington,House,2,2.0,520.93
08/08/2022,christchurch,HOUSE,2,3.0,790.31
14/06/2024,christchurch,Apartment,3,4.3,686.71
20/05/2024,Wellington,apartment,4,6.0,631.22
23/02/2022,HAMILTON,Townhouse,3,13.2,752.97
17/02/2023,hamilton,house,4,14.5,885.2
09/05/2024,christchurch,town house,3,4.6,606.03
23/11/2022,CHRISTCHURCH,Townhouse,4,14.7,830.36
22/02/2022,auckland,Apartment,2,0.5,471.96
07/06/2024,dunedin,HOUSE,4,9.1,780.93
22/11/2024,auckland,House,2,0.5,786.09
18/09/2023,hamilton,house,2,9.2,775.1
06/12/2023,DUNEDIN,apartment,2,8.0,394.84
26/03/2024,Hamilton,Apartment,2,4.3,665.94
26/09/2024,Dunedin,house,3,13.1,829.58
31/12/2023,hamilton,town house,3,11.0,571.31
26/04/2024,hamilton,Apartment,3,2.3,778.8
05/05/2022,WELLINGTON,aprtment,2,5.5,607.36
19/01/2023,HAMILTON,aprtment,1,9.5,572.07
06/12/2023,Christchurch,aprtment,1,6.7,443.19
10/07/2024,Auckland,house,3,8.9,564.89
03/05/2024,dunedin,house,3,4.0,819.03
01/11/2024,welling ton,aprtment,2,3.8,491.66
02/08/2022,Wellington,aprtment,3,6.4,607.76
19/10/2024,hamilton,house,3,5.0,627.32
11/05/2022,Christchurch,HOUSE,2,10.9,511.6
09/09/2024,christchurch,Apartment,2,1.0,555.24
06/01/2024,Auckland,townhouse,4,0.5,796.9
15/12/2023,Dunedin,Townhouse,2,1.8,710.8
01/08/2024,Wellington,house,4,2.1,920.6
04/05/2023,DUNEDIN,apartment,3,17.7,563.61
22/03/2024,Wellington,townhouse,3,7.7,516.12
01/01/2022,Hamilton,townhouse,2,3.7,708.47
19/05/2023,DUNEDIN,Townhouse,2,4.0,574.78
08/02/2023,welling ton,House,3,8.5,765.18
21/10/2022,christchurch,town house,4,6.5,646.31
02/04/2024,christchurch,aprtment,3,10.1,621.26
16/10/2024,Wellington,HOUSE,3,7.0,771.82
31/07/2023,dunedin,house,2,8.1,640.24
08/11/2024,auckland ,house,1,14.2,467.28
16/02/2023,Auckland,House,2,9.1,808.39
23/04/2024,Dunedin  ,town house,2,1.5,598.68
23/01/2023,HAMILTON,house,1,4.5,576.49
01/12/2023,CHRISTCHURCH,Townhouse,1,7.6,505.89
06/03/2024,Dunedin  ,aprtment,2,7.3,484.29
17/01/2022,WELLINGTON,aprtment,3,12.0,555.02
15/10/2023,WELLINGTON,aprtment,3,0.5,530.18
27/11/2022,Dunedin,town house,4,7.8,616.26
20/01/2024,hamilton,apartment,3,9.2,571.52
27/08/2023,DUNEDIN,Apartment,2,9.3,
03/07/2023,wellington,Apartment,3,6.1,734.75
25/07/2022,christchurch,apartment,3,8.6,584.18
17/05/2022,Christchurch,town house,5,0.5,659.17
18/08/2022,auckland ,House,3,9.1,640.99
01/02/2022,auckland,aprtment,3,7.5,685.87
15/06/2024,DUNEDIN,HOUSE,2,6.1,567.81
15/09/2023,Hamilton,House,5,10.0,776.7
11/11/2022,Auckland,aprtment,1,8.7,593.99
09/09/2022,christchurch,townhouse,2,5.8,789.43
14/05/2022,Hamilton,apartment,4,7.5,735.59
18/06/2023,hamilton,aprtment,2,7.6,612.93
25/04/2024,Dunedin,aprtment,2,7.5,484.32
01/12/2023,wellington,house,4,8.2,662.42
18/05/2023,hamilton,townhouse,1,10.0,520.39
25/06/2024,dunedin,house,2,0.5,
18/03/2022,DUNEDIN,aprtment,1,4.2,421.76
20/12/2024,wellington,town house,3,2.0,707.94
07/01/2022,hamilton,town house,1,11.7,489.8
04/04/2023,Hamilton,Apartment,4,4.9,581.2
03/06/2022,Wellington,house,3,2.3,750.78
04/08/2023,Dunedin  ,House,2,17.8,489.54
28/10/2023,Dunedin  ,Apartment,2,8.8,600.93
07/12/2023,Dunedin,Townhouse,2,5.1,719.27
15/03/2023,AUCKLAND,HOUSE,5,16.2,975.44
11/08/2024,Hamilton,Townhouse,2,0.5,582.68
19/08/2022,christchurch,town house,2,5.3,703.71
05/03/2022,christchurch,townhouse,2,11.8,566.82
25/10/2022,christchurch,townhouse,3,11.2,497.62
13/01/2024,christchurch,town house,3,5.5,573.24
05/09/2023,AUCKLAND,town house,3,9.4,641.11
26/08/2024,christchurch,townhouse,4,6.6,827.46
24/01/2023,christchurch,,1,1.0,408.79
21/04/2023,christchurch,Apartment,3,5.0,590.98
29/07/2023,welling ton,house,3,7.0,686.77
29/10/2023,Wellington,Townhouse,1,3.1,443.19
07/12/2024,auckland ,apartment,1,2.3,611.34
24/11/2023,Christchurch,HOUSE,3,10.9,630.7
18/10/2022,welling ton,House,2,14.2,559.13
20/10/2022,Hamilton,town house,2,10.7,528.7
27/05/2023,dunedin,aprtment,3,10.0,750.26
24/11/2024,Hamilton,HOUSE,2,8.5,648.11
06/07/2024,Christchurch,house,4,2.1,681.8
25/09/2022,Christchurch,aprtment,2,3.8,475.84
21/07/2024,hamilton,townhouse,3,9.0,626.89
24/12/2022,christchurch,,2,2.7,594.26
28/12/2024,christchurch,house,1,10.2,701.71
28/09/2024,Auckland,townhouse,4,7.3,633.47
19/08/2022,auckland ,town house,4,6.8,699.32
18/03/2022,Dunedin,house,1,6.5,484.09
22/11/2022,dunedin,apartment,2,0.5,511.57
04/10/2022,Dunedin,Townhouse,1,5.7,698.61
13/11/2024,Christchurch,townhouse,2,0.5,604.77
24/01/2022,hamilton,aprtment,2,11.1,681.76
27/01/2024,hamilton,HOUSE,2,0.5,758.17
31/10/2022,Auckland,Townhouse,2,6.8,772.66
10/01/2022,auckland,aprtment,2,8.4,621.18
14/05/2023,hamilton,house,2,13.1,813.35
24/01/2024,Christchurch,town house,3,8.1,717.84
21/05/2024,Dunedin,town house,1,8.1,550.16
31/03/2024,auckland ,town house,3,0.5,612.52
28/05/2023,DUNEDIN,house,1,1.9,695.82
09/01/2023,CHRISTCHURCH,town house,1,14.0,477.43
30/12/2022,auckland,house,3,0.5,648.57
02/09/2023,Dunedin  ,town house,2,8.5,498.96
04/12/2024,CHRISTCHURCH,House,1,1.1,707.32
25/09/2022,dunedin,Apartment,1,2.0,
04/08/2024,Christchurch,Apartment,3,8.5,565.1
04/02/2024,auckland,,2,9.8,578.99
09/10/2022,welling ton,townhouse,1,8.0,451.36
30/07/2023,auckland ,House,3,2.8,594.95
17/08/2022,CHRISTCHURCH,Apartment,3,17.1,655.82
07/08/2024,AUCKLAND,House,4,9.1,647.28
10/02/2022,Auckland,house,3,14.5,633.49
03/09/2022,AUCKLAND,House,3,6.9,1287.3477321184089
21/03/2024,Christchurch,house,1,0.5,527.34
10/12/2024,AUCKLAND,Apartment,2,15.9,451.71
25/02/2024,christchurch,Townhouse,4,6.0,620.39
30/09/2024,dunedin,House,3,3.6,667.77
10/07/2024,Hamilton,aprtment,1,6.7,408.23
14/04/2024,AUCKLAND,House,2,6.0,551.88
28/08/2024,Auckland,HOUSE,3,6.9,629.29
15/06/2024,welling ton,aprtment,3,0.7,484.42
05/11/2024,auckland,house,3,9.4,788.45
06/10/2022,auckland ,aprtment,3,5.9,673.38
04/12/2022,christchurch,House,3,1.5,600.53
24/02/2022,welling ton,HOUSE,3,5.2,754.67
15/01/2022,hamilton,HOUSE,3,11.0,817.72
06/10/2022,auckland ,town house,2,9.8,478.98
23/11/2023,Christchurch,townhouse,3,13.2,747.15
01/08/2023,Dunedin  ,apartment,1,4.6,490.9
04/02/2023,Auckland,house,2,14.0,616.08
02/04/2023,AUCKLAND,townhouse,2,2.6,648.51
15/12/2022,Dunedin,Townhouse,4,5.9,814.74
10/03/2023,HAMILTON,apartment,2,9.1,540.18
14/09/2022,AUCKLAND,apartment,2,3.7,461.34
31/10/2023,wellington,Townhouse,2,0.5,573.9
22/11/2022,Dunedin,House,4,0.6,908.51
18/10/2023,auckland ,house,1,1.2,723.59
17/10/2023,Auckland,HOUSE,3,13.2,686.82
03/11/2024,christchurch,townhouse,3,6.8,788.29
11/05/2022,hamilton,House,3,4.8,656.22
18/04/2023,DUNEDIN,HOUSE,2,6.0,821.19
25/02/2022,Dunedin,aprtment,3,5.8,593.96
16/11/2022,HAMILTON,apartment,3,13.8,688.25
30/06/2024,AUCKLAND,townhouse,2,5.0,557.63
